user_id,f0,f1,f2,f3,f4
1,-0.25720888,-4.9713283,-3.4153767,-1.1317017,2.7455165
2,-0.29616982,-5.367029,-3.6828413,-1.2418989,2.925845
3,-0.2495079,-5.328309,-3.6593409,-1.1734564,2.9277866
4,-0.20309299,-4.264357,-2.9321413,-0.9491124,2.374698
5,-0.20613253,-4.275475,-2.9428568,-0.9596013,2.4077952
6,-0.12250921,-2.956965,-2.0410113,-0.64317364,1.7144444
7,-0.31925708,-5.9562864,-4.0850506,-1.3616481,3.2276897
8,-0.21072301,-4.226355,-2.912868,-0.96405816,2.413982
9,-0.19316936,-4.0168495,-2.766726,-0.9035721,2.2787428
10,-0.22419682,-4.665637,-3.2123709,-1.0475533,2.6368842
11,-0.2799151,-5.533024,-3.797441,-1.2449358,3.021727
12,-0.23806691,-4.68051,-3.2202106,-1.0661969,2.6237009
13,-0.25710878,-4.8925424,-3.3617892,-1.1201738,2.7059493
14,0.046379615,-0.024436593,0.014929384,0.10822056,-0.26407737
15,0.029285058,-0.06630373,-0.05382365,0.01979801,0.10815514
16,0.017410263,-0.1768325,-0.10098621,0.027271777,-0.08236359
17,-0.25717583,-4.773534,-3.2845273,-1.1084809,2.6798549
18,0.04712469,-0.031287014,-0.01887253,0.06634471,-0.006083302
19,0.051335335,-0.037543893,-0.0033479035,0.09993582,-0.17575166
20,0.017123938,-0.09236407,-0.06720778,0.00492917,0.08287043
21,-0.026800998,-0.4727484,-0.25891227,-0.016035557,-0.3160358
22,0.037095807,-0.03624642,0.0042488575,0.08944949,-0.23527348
23,0.036832143,-0.057129323,-0.0116916,0.0835692,-0.2098217
24,0.022887364,-0.11037767,-0.09516311,-0.012036264,0.22902381
25,-0.021218225,-0.4534616,-0.2463994,-0.0061590225,-0.3201563
26,-0.0071769953,-0.17720342,-0.12217745,-0.038102597,0.101204194
27,0.016357653,-0.25010127,-0.14159498,0.028510943,-0.12688015
28,-0.03401172,-0.55869734,-0.3157463,-0.036356553,-0.2880265
