user_id,f0,f1,f2,f3,f4
1,5.724596,0.89821935,1.7129285,-0.73987526,-0.03778358
2,6.282918,1.0394458,1.850593,-0.7781641,-0.04410432
3,5.456993,0.91229033,1.71753,-0.61714196,-0.0405539
4,4.59295,0.7243792,1.4169415,-0.5724051,-0.031847667
5,4.6822033,0.7194114,1.4166473,-0.61485237,-0.031251848
6,3.1175303,0.41882107,0.9727059,-0.44696355,-0.018235732
7,6.7535477,1.136293,2.0332851,-0.79817235,-0.048817743
8,4.816471,0.71482503,1.4095615,-0.6802051,-0.030605119
9,4.4505396,0.6671221,1.3372284,-0.6045038,-0.028909061
10,5.2358437,0.77407086,1.5765978,-0.71898484,-0.033352245
11,6.1710854,0.9975213,1.8802872,-0.7575425,-0.043159265
12,5.232539,0.8312042,1.5565062,-0.67840046,-0.036157668
13,5.60032,0.90298855,1.6667914,-0.7110102,-0.03909076
14,-0.5991289,-0.007846534,0.11910076,0.33408678,-0.0019541401
15,-0.18539971,-0.101388276,0.04917089,0.012922242,0.0035294183
16,-0.31496555,0.049567252,0.1238674,0.25502592,-0.0043533426
17,5.61856,0.87183344,1.624326,-0.7650365,-0.036668893
18,-0.45953068,-0.113892496,0.07322589,0.13498007,0.0032696687
19,-0.5253754,-0.059237957,0.113783576,0.24996297,0.0006973427
20,-0.19025886,-0.041966677,0.05272401,0.068991244,0.00053167716
21,-0.5462533,0.38640335,0.2564029,0.72981757,-0.022344138
22,-0.51397675,0.011893094,0.10923261,0.3085838,-0.0026550964
23,-0.52198863,0.009418994,0.113535754,0.30922884,-0.0026873574
24,0.11248809,-0.1303761,0.040860705,-0.14355892,0.0059575485
25,-0.5460796,0.36316356,0.25446603,0.7098588,-0.021119282
26,0.12242746,0.03486386,0.09476685,0.033321187,-0.0019150712
27,-0.37023774,0.09334651,0.16601405,0.34301376,-0.006851854
28,-0.47695553,0.42030272,0.28322792,0.7446159,-0.023982625
29,0.76089394,0.15484819,0.42473936,0.034488678,-0.008762406
30,-0.4775272,0.38917002,0.2753265,0.7136028,-0.022373307
31,-0.07612026,0.09148285,0.112059124,0.17515956,-0.0059304982
32,-0.37374857,0.009085745,0.096135564,0.23361884,-0.0022019465
33,-0.495995,0.042634994,0.11657513,0.32826698,-0.0043038186
34,-0.46873504,0.14819226,0.13840908,0.41978604,-0.009657063
35,-0.21316239,-0.027611911,0.10904283,0.13034363,-0.00030179322
36,-0.51444423,0.25666782,0.18036243,0.5558662,-0.015505549
37,-0.5834736,0.36898783,0.25730357,0.73325783,-0.021513235
38,-0.451538,0.40707812,0.28315732,0.7228753,-0.023219377
39,-0.48399472,0.0876185,0.12502989,0.36697066,-0.00656705
40,-0.4596539,-0.16397873,0.07583519,0.097993866,0.0059418185
41,-0.4490084,-0.05414167,0.09057047,0.2076671,0.00076482445
42,-0.34970477,-0.07327834,0.07788319,0.13465141,0.0018529557
43,-0.31928056,-0.0367136,0.08095417,0.15522723,0.00010001287
44,-0.4136979,-0.026010156,0.09156699,0.21914245,-0.00048679113
45,-0.544875,-0.045124114,0.11398468,0.27766573,0.00017839111
46,-0.50493646,0.1321964,0.14305764,0.42490715,-0.00895825
47,-0.27585453,-0.09734288,0.10021021,0.08870746,0.002946524
48,-0.4260971,-0.09013659,0.082389094,0.15671657,0.0024946816
49,-0.46370548,-0.07997751,0.08943971,0.18830018,0.0019294173
50,-0.4538306,0.28047994,0.2048384,0.5659324,-0.016594108
51,0.5877116,-0.06984094,0.19003436,-0.2137862,0.003425656
52,-0.3924187,-0.03548199,0.07724581,0.18800102,-7.393025e-05
53,-0.5389801,0.3494893,0.24846691,0.6917294,-0.020374216
54,-0.21814403,-0.12059817,0.07281638,0.022852346,0.0042387424
55,-0.40933424,0.21639922,0.16809091,0.4704395,-0.013052413
56,-0.35054186,0.24865982,0.22056115,0.4968599,-0.014989633
57,-0.34289604,-0.078280985,0.07123519,0.122954264,0.0021356987
58,-0.430534,-0.10851434,0.09774283,0.14631154,0.0031412104
59,0.61998427,0.0989545,0.14795849,-0.102662146,-0.004632639
60,-0.3971478,-0.051463336,0.09556437,0.18251695,0.00047263876
61,-0.6108296,0.02915439,0.12733188,0.37538487,-0.0039052293
62,-0.38950312,-0.08975196,0.082883306,0.14383356,0.002660239
63,0.09350705,0.041068852,0.16348043,0.08012302,-0.0034428444
64,-0.50931567,0.36532477,0.25992566,0.69682896,-0.021226067
65,-0.3854521,0.01868242,0.113364734,0.2541769,-0.0029003955
66,-0.3633267,-0.013143331,0.11788676,0.22130762,-0.0012034923
67,-0.5826,0.20053926,0.1670124,0.5306719,-0.012758937
68,-0.5865544,0.33788398,0.25206935,0.70406,-0.019955393
69,-0.15166336,0.14542285,0.14645374,0.27872056,-0.008870615
70,-0.109384775,0.16462478,0.14313647,0.27225274,-0.009799907
71,-0.44995165,0.04648754,0.11134087,0.30935305,-0.0043152627
72,-0.5553786,0.38728747,0.26755777,0.742846,-0.022403114
73,-0.284256,0.4334692,0.27859113,0.66909015,-0.02410176
74,-0.3212808,-0.13764799,0.08311502,0.05751027,0.0047085164
75,-0.44610578,-0.030950427,0.099107526,0.23364367,-0.0003542062
76,-0.43180233,-0.10252422,0.07666118,0.13547896,0.002784973
77,-0.4029293,-0.09597126,0.08105191,0.14205866,0.002902532
78,0.9482708,-0.037007034,0.3202952,-0.2692942,0.0020510098
79,1.4809732,0.48320302,0.85415715,0.24621971,-0.025630347
80,-0.50856483,0.010990918,0.13468888,0.30855232,-0.0031325053
81,0.5932139,0.12317678,0.3347675,0.032500327,-0.007034797
82,-0.45054817,-0.029284626,0.12112548,0.24882405,-0.0005912073
83,-0.50878525,0.40231737,0.26945242,0.7350892,-0.02309452
84,2.6839612,0.45261064,0.90154356,-0.2702534,-0.02078379
85,-0.2396209,0.10158354,0.15607658,0.28858924,-0.0068187807
86,-0.54242,0.36942115,0.2560618,0.714828,-0.021423243
87,-0.45889008,0.05998358,0.112277724,0.32538688,-0.0050250106
88,-0.5438907,0.040824354,0.119055726,0.35215038,-0.0042448062
89,-0.51655555,-0.05934179,0.09881667,0.2358103,0.00074463524
90,-0.27815765,0.04708746,0.09887313,0.2219717,-0.0040198434
91,0.9932984,0.27883193,0.38396513,0.02580978,-0.013834722
92,-0.32539302,0.21864328,0.18345547,0.44090182,-0.013144698
93,-0.2534713,0.07105678,0.10472832,0.23583595,-0.0051669423
94,-0.50260967,-0.06373453,0.09282792,0.22247694,0.0010332149
95,-0.26274726,0.2748948,0.22343898,0.48914284,-0.015860952
96,-0.34765676,0.42129013,0.29891208,0.6962156,-0.023824833
97,-0.56015205,0.3854166,0.26389438,0.7407015,-0.022321578
98,0.029317498,0.15825841,0.32284123,0.29520005,-0.010515612
99,-0.56106704,0.10331103,0.14224827,0.42373097,-0.0076639187
100,-0.06670755,-0.11182904,0.06089648,-0.04042828,0.0043440163
101,-0.5073512,-0.091017485,0.09737762,0.19882365,0.0021995138
102,-0.36779353,-0.0078933835,0.09951336,0.21683763,-0.0014010072
103,0.17900282,-0.09245777,0.06261615,-0.12738693,0.004120767
104,-0.44724214,0.012748629,0.13350183,0.28668034,-0.0029039588
105,-0.51242816,-0.06354365,0.09694604,0.22969796,0.0009905212
106,-0.49156874,0.037733942,0.11443419,0.3221361,-0.0039896574
107,-0.56043637,0.25865796,0.2102207,0.59533733,-0.015862647
108,-0.52803606,-0.06693977,0.107552834,0.24589743,0.0012864824
109,0.22903633,-0.014784992,0.21021467,0.014592633,0.0019084262
110,-0.1339274,0.12410852,0.15249759,0.25889337,-0.007679973
111,-0.5875086,0.36381194,0.2628532,0.7333845,-0.02130451
112,-0.3167207,0.01644075,0.16602883,0.2500416,-0.0029537473
113,-0.46516338,-0.14783807,0.076284476,0.1129687,0.0050553074
114,-0.52894425,0.22662184,0.17472568,0.53373,-0.013980314
115,-0.4682059,0.15507558,0.16533273,0.44244242,-0.010085102
116,-0.36009988,0.16650364,0.15713915,0.3954944,-0.010499414
117,-0.46603656,0.031976342,0.10797594,0.30149817,-0.0036269557
118,-0.47311896,-0.07824072,0.090859,0.19490544,0.0018157382
119,-0.42681307,-0.06270036,0.091012485,0.1930023,0.0013300106
120,-0.53813976,0.12992314,0.14904353,0.4439866,-0.008853946
121,2.690738,0.5257274,0.9537136,-0.17830274,-0.024640974
122,-0.49666953,0.11357513,0.1529625,0.41516978,-0.007898184
123,-0.24048287,0.12367901,0.15164062,0.3008548,-0.008074619
124,-0.5612053,0.4044176,0.27393958,0.76354396,-0.023323227
125,-0.49399966,0.16200206,0.14852473,0.44852507,-0.010472059
126,-0.45555994,0.1780642,0.16362554,0.45375198,-0.011270544
127,-0.13409519,0.023379564,0.1268219,0.15247719,-0.0026552528
128,-0.40436596,0.396503,0.32280388,0.71303844,-0.022862155
129,-0.48246843,0.2214823,0.17418504,0.5090926,-0.013578752
130,-0.44790703,0.0856491,0.1266172,0.35041285,-0.0063786115
131,-0.057143748,-0.12145352,0.05586786,-0.055536173,0.0048887543
132,-0.30956843,-0.09579119,0.04958134,0.074090496,0.0029759817
